University_Name,College_Dep,Degree_Category,DS_or_BA,Year_Est,Full_Address,Long,Lat,State,Deg_Desc,URL
Yeshiva University, Katz School of Graduate and Professional Studies, M.S. in Data Analytics and Visualization,DA,2018,"500 W 185th St, New York, NY 10033-3299",-73.92982859,40.85075624,NY,"Data analytics professionals shape organizational strategies and impact the bottom line by transforming quantitative data into qualitative insights. They also contribute to the greater social good, using data to address pressing challenges in healthcare, housing, poverty, education and transportation. In the Katz School's M.S. in Data Analytics and Visualization, you’ll learn to transform raw data into insightful output and master the underlying science of predictive and exploratory analyses, as well as techniques for creating visualizations and data narratives.

You’ll become proficient in-demand tools like Python, SQL/NoSQL, Tableau, AWS, ArcGIS and AutoML. And, unlike other data analytics programs, you’ll experiment with basic artificial intelligence and machine-learning techniques. Learn from world-class professionals and get real-world predictive and analytical skills in the heart of New York City. Generous scholarships and financial aid are available.",https://www.yu.edu/katz/programs/graduate/data-analytics-and-visualization
Binghamton University," State University of New York Harpur College of Arts and Sciences  School of Management,  and Watson School of Engineering and Applied Science", M.S. in Data Analytics,DA,2019,"P.O. Box 6000, Binghamton, NY 13902-6000",-75.9063015,42.101748,NY,"Binghamton University’s Master of Science in Data Analytics graduate degree STEM program will prepare you for the analysis and intelligence needs in all sectors of the economy.

From Wall Street to manufacturing to healthcare to education, you’ll have the technical, teamwork and communication skills to succeed in any field.
The STEM program leverages the cross-disciplinary insights of three of Binghamton University's schools:

Harpur College of Arts and Sciences
School of Management
Thomas J. Watson College of Engineering and Applied Science.
",https://www.binghamton.edu/academics/programs/data-analytics/
Boston University, Questrom School of Business, M.S. in Business Analytics,BA,2019,"One Silber Way, 8th Floor, Boston, MA 02215",-71.0997255,42.349608,MA,"With our MS in Business Analytics, you’ll acquire essential skills in all areas of business analytics — from data mining and experimental methods to privacy and ethics —at one of the world’s top research universities.

You won’t just enhance your abilities to analyze and interpret. You’ll also enhance the skills so highly valued by employers, such as effective communication, collaboration, and leadership. Wow future employers with a unique resume that showcases your ability to turn data into solutions.",https://www.bu.edu/questrom/degree-programs/ms-business-analytics/
Charleston Southern University, College of Adult and Professional Studies ,M.S. in Analytics,A,2019,"9200 University Blvd, Charleston, SC 29406-8087",-80.071173,32.985324,SC,"The Master of Science in Analytics prepares graduates with the critical skills necessary to succeed in the emerging field of data science. The Charleston Southern online curriculum emphasizes effective analytical techniques, data mining, business analysis and modeling, analytic decision-making, and more.

Operations research analysts use advanced mathematical and analytical methods to help organizations solve problems and make better decisions. Those who pursue a degree in the field of Analytics are often hired to manage a variety of aspects of an organization. They help managers decide how to allocate resources, develop production schedules, manage the supply chain, and set prices.",https://www.charlestonsouthern.edu/online/ms-business-analytics/
City University of New York," Baruch College,  Zicklin School of Business",M.S. in Business Analytics,BA,2019,"160 Convent Avenue, New York, NY 10031-9101",-73.95012097,40.8193748,NY,"Zicklin’s specialized Master’s in Business Analytics (MSBA) equips business professionals with the tools necessary to manage data ethically for business success. Students will become expert data analysts who can explore patterns, reveal trends, uncover relationships, and transform data into a catalyst for business growth. More critically, they will also gain the knowledge needed to initiate and evaluate projects that harness this deluge of data.

The MSBA opens the door to exciting new careers in the fast-growing fields of data science and business analytics.

The degree is designed for students who are analytically capable and have taken at least one statistics course at the college level in the last five years. The program introduces students to core concepts in Business Analytics with a set of required courses. Students then have the flexibility to specialize in one of the two tracks – data analytics or marketing analytics.  ",https://zicklin.baruch.cuny.edu/academic-programs/graduate/ms/masters-in-business-analytics/
Clemson University, College of Business and College of Science,M.S. in Data Science and Analytics,DS,2019,"201 Sikes Hall, Clemson, SC 29634",-82.78117966,34.68259033,SC,"The Masters of Science in Data Science and Analytics (DSA) is a new online degree program developed cooperatively by Clemson’s College of Business and College of Science. The program requires 30 credit hours, 15 hours from the School of Mathematical and Statistical Sciences and 15 hours from the Department of Management. This unique degree program is entirely online, targets current working professionals, and produces data analysts with course work in decision sciences and management. Career fields for program graduates include manufacturing, military, government and health care administration.",https://www.clemson.edu/science/departments/math-stat/academics/graduate/ms-dsa.html
College of Charleston,, M.S. in Data Science and Analytics,DS,2019,"66 George Street, Charleston, SC 29424-0001",-79.9370235,32.7834,SC,"The first master’s degree of its kind in South Carolina, the College’s new Master of Data Science and Analytics offers students from any undergraduate program access to an advanced degree in the growing field of data science. The new graduate degree in data science will focus on machine learning, artificial intelligence, big data and analytics with an emphasis on producing the next evolution of advanced data science practitioners.

There is no fixed prerequisite degree path. Prospective students who earned bachelor’s degrees in data science, math, biology, chemistry, physics, business administration or economics, for example, would be a good fit for this master’s program.",https://datascience.cofc.edu/graduate/
Drew University, Caspersen School of Graduate Studies, M.S. in Data Analytics,DA,2019,"36 Madison Ave, Madison, NJ 07940",-74.4229687,40.76353344,NJ,"The digitization of information—social networks, business transactions, healthcare records and more—has transformed the world, necessitating a demand for people who understand all of the big data being collected and who can take action to help individuals, corporations and organizations become smarter, faster and ultimately more effective.

Through Drew’s Master of Science and graduate certificate programs in Data Analytics, you will:

Learn how to obtain, prepare and manage data from a wide variety of sources.
Gain mastery of data analytical techniques.
Leave with a portfolio of projects and work experience from experiential learning projects and internships.",https://drew.edu/caspersen/data-analytics/
Duquesne University, Palumbo-Donahue School of Business, M.S. in Analytics and Information Management,A,2019,"Administration Bldg 600 Forbes Ave, Pittsburgh, PA 15282",-79.99362537,40.43802092,PA,"Duquesne's 30-credit MS in Analytics & Information Management (MS-AIM) will prepare you to apply models, analytical methods and visualization tools to data, producing insights that lead to better business decisions. You'll gain distinctive skills, including:

Expertise in data analytics and information management with a strong focus on business strategies.
Proven techniques such as storytelling to communicate and explain your findings.
Understanding of data manipulation, data modeling, querying, machine learning, and visualizations
Knowledge of state-of-the-art tools in the field of analytics
Ability to make high-stakes and impactful recommendations to top management as part of your project-based curriculum",https://www.duq.edu/academics/schools/business/graduate/specialized-masters-and-certificates/ms-aim
Embry-Riddle Aeronautical University,, M.S. in Data Science,DS,2019,"1 Aerospace Boulevard, Daytona Beach, FL 32114-3900",-81.049626,29.189808,FL,"The Master of Science in Data Science degree program is designed to prepare students to use the latest computational and analytic tools to solve data intensive problems that arise in business, industry or government. The goal is to provide the students with the knowledge and skills of data collection, pre-processing, analysis, visualization and ethical implication associated with large heterogeneous data arising within the various domain areas. 

All the core courses within the degree program are project-based allowing for hands-on experience culminating in a final capstone project or an internship in the student’s chosen domain area. The program offers the flexibility for the students to choose one of the five tracks (Aviation Safety, Aviation Business, High Performance Computing and Big Data, Cybersecurity and Homeland Security) to specialize in depending, on their interest.",https://erau.edu/degrees/master/data-science
Franklin University,, M.S. in Business Analytics,BA,2019,"201 S Grant Ave, Columbus, OH 43215-5399",-82.9903544,39.95960927,OH,"Franklin’s M.S. in Business Analytics equips you with the tools, techniques and strategies that will enable you to drive the transformation of mind-boggling amounts of data information into a meaningful basis for decision making and strategic direction. At Franklin, you’ll gain the statistical and analytical skills to excel in a variety of industries including – finance, manufacturing, marketing, insurance and information technology.",https://www.franklin.edu/degrees/masters/business-analytics
Franklin University,, M.S. in Data Analytics,DA,2019,"201 S Grant Ave, Columbus, OH 43215-5399",-82.9903544,39.95960927,OH,"The M.S. in Data Analytics equips you with the statistical skills necessary to conduct descriptive and predictive analytics; the programming skills to create and apply computer algorithms; the tools and platforms to visualize and mine big data, and the communication skills necessary to effectively convey findings and provide strategies and best practices within your organization.",https://www.franklin.edu/degrees/masters/data-analytics
New Mexico State University, College of Arts and Sciences, M.S. in Computational Data Analytics (expected in Fall 2019),DA,2019,"P.O. Box 30001, Las Cruces, NM 88003-8001",-106.747389,32.282973,NM,"Data analytics is an inherently interdisciplinary discipline, dealing with methods and systems to synthesize knowledge or insights from large quantities of data collected from heterogeneous sources and diverse spatial and time scales. Data analytics employs theories, methodologies, and tools drawn from many fields, within the broad areas of mathematics, statistics, and computer and information sciences, and applies them to a diversity of data-rich domains, such as life sciences, medicine, physical sciences, social sciences, engineering, business, and education.

The PMS in Data Analytics will provide students with a strong foundation in data management and analysis, the computational and statistical thinking, and understanding of computer systems. After completing this program, students will have gained the skills and ability to:

Analyze real-life data from diverse sources and domains
Effectively apply analytics tools to large data sets
Apply mathematical and statistical models to data analysis problems
Apply computational thinking to develop effective data analytics solutions
Apply programming and debugging skills to problem solving
Understand and use computer technology and software in solving real-life data analysis problems
Understand and address unfamiliar problems related to data analytics
Develop effective instrument to communicate solutions to diverse audiences",https://catalogs.nmsu.edu/nmsu/arts-sciences/computer-science/computer-computational-data-analytics-master-computational-data-analytics/
Ohio University, College of Business, Professional Master of Business Analytics,BA,2019,"Cutler Hall, Athens, OH 45701-2979",-82.0989405,39.327264,OH,That’s why our Online Master of Business Analytics program from Ohio University’s College of Business goes beyond conventional tools and methods. It imparts the advanced analytical skills you need to dig deeper into organizational data and use it to make key business decisions. Become an expert in telling the data’s story by earning your Master of Business Analytics degree.,https://onlinemasters.ohio.edu/college-of-business/masters-business-analytics/?Access_Code=OU-MBAN-SEO2&utm_campaign=OU-MBAN-SEO2
San Diego State University, Center for Human Dynamics in the Mobile Age, M.S. in Big Data Analytics,DA,2019,"5500 Campanile Dr, San Diego, CA 92182-8000",-117.07211,32.77254661,CA,"The SDSU Big Data Analytics (BDA) Program is a transdisciplinary program across technology, business, engineering, science, and social science domains leading to a Master of Science Degree in Big Data Analytics at San Diego State University. The two-year program is operated in a collaborative and active transdisciplinary educational environment for students and professionals who wish to advance their knowledge and skills in the fast growing fields of data science and data analytics. It is to meet the strong demand for data analytic jobs in the era of data- and knowledge-economy.",https://big.sdsu.edu/
Seton Hall University, College of Arts and Sciences, M.S. in Data Science,DS,2019,"400 South Orange Ave, South Orange, NJ 07079-2697",-74.24675748,40.7446055,NJ,"Quickly emerging as a critical field in a variety of industries, data science encompasses activities ranging from collecting raw data and processing and extracting knowledge from that data, to effectively communicating those findings to assist in decision making and implementing solutions. Students in the online Data Science program, with its strong focus on computer science, statistics and applied mathematics, will graduate with the knowledge and competencies required to become data science and analytics professionals. They'll also gain skills in cloud computing technology and in Tableau, allowing them to pursue certification in both Amazon Web Services and Tableau. Their education will be further bolstered by real world projects and internships, made possible through the program's active relationships with such leading companies as Google, Facebook, Amazon, Barnes and Noble, Celgene, Comcast and Chase.",https://www.shu.edu/academics/ms-in-data-science.cfm
Seton Hall University, Stillman School of Business, M.S. in Business Analytics,BA,2019,"400 South Orange Ave, South Orange, NJ 07079-2697",-74.24675748,40.7446055,NJ,"Offered entirely online, our 30 credit program balances courses in business processes with courses in exploratory and predictive analytics. Ten three-credit courses cover everything you need to know — from using R/Python, JSON/XML and SQL, to examining business processes through their data models, to extracting meaning from big, unstructured data. ",https://www.shu.edu/academics/online-master-of-science-in-business-analytics.cfm
Southern Utah University, Leavitt School of Business, M.S. in Business Analytics,BA,2019,"351 West University Blvd, Cedar City, UT 84720",-113.067261,37.67732554,UT,"The Master of Science in Business Analytics program at SUU trains students to use data, statistical analysis, and mathematical models to solve business problems, improve business processes, and make better business decisions. The program aims to achieve the optimal balance between technical expertise and real-world applications, to produce graduates who can apply appropriate methodologies in practical ways. In addition, the program provides a well-rounded education by giving students experience with both Data Analytics—the science of transforming data into insights—and Operations Research—the application of quantitative methods to problems involving complex systems. By acquiring a strong foundation in these areas, our graduates are prepared to make a significant impact on organizational performance.",https://www.suu.edu/business/graduate/msba/
Tufts University, Graduate School of Arts and Sciences, M.S. in Data Analytics,DA,2019,"Ballou Hall, 2nd Floor, Medford, MA 02155",-71.096265,42.421755,MA,"The 10 course interdisciplinary Master of Science in Data Analytics provides students with the skills needed to fill the increasing demand for individuals who can gather, interpret and guide data-driven decisions. The program is guided by an advisory board of professionals in the field, who help ensure the program provides rigorous courses in the analytical skills that are sought after across the arts, humanities, and sciences as well as within the business community.

Most full-time students complete the program in two years, but it can be completed in one year with accelerated study. There is also a Combined Degree option for Tufts undergraduate students. 

Upon completion of the program, you will be able to demonstrate the following areas of knowledge:

Define and solve complex data-based problems using appropriate statistical methodologies analyses
Select appropriate statistical and predictive methodologies with both sparse and large data sets
Provide appropriate theoretical interpretation of these results based on discipline-related concepts
Demonstrate written oral communications skills for conclusions drawn from the analyses of data
Create visual representations to increase understanding and utilization of complex data
Maintain collaborative team relationships to effectively contribute to a shared project
Have functional programming skills in data-related language",https://asegrad.tufts.edu/academics/explore-graduate-programs/data-analytics
Tufts University, School of Engineering, M.S. in Data Science,DS,2019,"Ballou Hall, 2nd Floor, Medford, MA 02155",-71.096265,42.421755,MA,"Data science refers to the principles and practices in data analysis that support data-centric real-world problem solving. In this field, engineers work with statistics, data visualization, and machine learning, to analyze and understand the world around them.

Administered jointly between the Department of Computer Science and the Department of Electrical and Computer Engineering, the Data Science program at Tufts is interdisciplinary in nature and forward-thinking in its approach.

Tufts School of Engineering is uniquely positioned to offer an interdisciplinary data science program, expanding research in the field and providing students with state-of-the-art facilities to work on projects and hone their skills.",https://asegrad.tufts.edu/academics/explore-graduate-programs/data-science#2
University of North Carolina at Greensboro, Graduate School, M.S. in Informatics and Analytics,A,2019,"1400 Spring Garden St, Greensboro, NC 27402-6170",-79.81270089,36.06547646,NC,"The Master of Science in Informatics and Analytics program is a 30-credit degree that requires six core courses, three additional courses in a chosen concentration and a capstone experience in that same concentration.
This concentration provides students with a solid foundation in applied statistical methods and applications with specialized training in handling complex big data.",https://grs.uncg.edu/msia/
University of Central Oklahoma, College of Business, M.S. in Business Analytics,BA,2019,"100 N. University Dr., Edmond, OK 73034",-97.47493023,35.65588029,OK,"UCO’s MSBA Program, a Tier-3 SAS Academic Specialization, provides a theoretical understanding of the principles used in data analysis for business decision making. It also engages students in practical, hands-on, transformative learning experiences with real-world data. SAS (www.sas.com) is the global leader in analytics, machine learning, data science, and artificial intelligence (AI).
Your MSBA degree can help you identify:

market or product trends
ways to raise customer satisfaction
new opportunities to create a competitive advantage
new avenues to increase operational efficiency",https://www.uco.edu/business/academics/msba-program
University of Hartford, Barney School of Business, M.S. in Business Analytics,BA,2019,"200 Bloomfield Ave, West Hartford, CT 06117-1599",-72.71676193,41.79407228,CT,"Our Master of Science in Business Analytics program provides you an in-depth understanding of the fundamentals of analytics. You will obtain the strong critical thinking, quantitative, analytical, visualization, and presentation skills necessary to successfully advance your career in the growing ""big data"" business culture in any organization.

Take your classes online or on campus, and set a schedule that works for you. In just 18 months, the Barney School’s Master of Business Analytics program prepares you for a successful career. Our graduates learn to manage large data sets from different business divisions, which are essential in the decision-making processes of top management teams. In turn, these businesses can gain comparative advantages over their competitors in the marketplace. ",https://www.hartford.edu/academics/schools-colleges/barney/academics/business-administration/msba.aspx
University of Kentucky,, M.S. in Data Science (proposed),DS,2019,"101 Main Building, Lexington, KY 40506-0032",-84.50332,38.0353,KY,"Administered through the UK Department of Computer Science, the master’s degree in data science is a two-year interdisciplinary program taught by faculty from three complementary programs: computer science, biostatistics and the Institute of Biomedical Informatics. The curriculum aims to prepare the future data science professional with a critical skillset that includes database management, statistical and machine learning techniques and big data analytics.

The required capstone project will allow students to analyze real-life datasets in a selected application domain and will give participants experience collaborating with domain experts and other data scientists. A concentration in biomedical informatics is also available. More concentration areas are under development.",https://www.engr.uky.edu/data-science
University of New Haven, Tagliatela College of Engineering, M.S. in Data Science (previously terminated and moved from San Francisco to restart in West Haven Connecticut).,DS,2019,"300 Boston Post Road, West Haven, CT 06516",-72.96185941,41.29228209,CT,"Data Science is an emerging field that combines methods from machine learning, artificial intelligence, and statistics with entirely new technologies for handling vast amounts of complex and quickly-changing data. The job of a data scientist is to apply these methods to gather information and achieve goals that are otherwise impossible for human experts due the large quantities and complexity of the data.

In the University of New Haven’s M.S. in data science program, you will develop proficiencies in the key skills expected of leading data scientists, including deep learning and statistical analysis, and the data skills needed to work with unstructured data and Natural Language Processing (NLP).",https://www.newhaven.edu/engineering/graduate-programs/data-science/
University of Notre Dame, Mendoza College of Business, M.S. in Business Analytics,BA,2019,"Main Building, Notre Dame, IN 46556",-86.23873934,41.70330389,IN,"With the MS in Business Analytics (MSBA) from Notre Dame, you create impact. You understand the techniques and challenges of data while telling the stories of data in a powerful way. You have the unique skills and knowledge to access instant realities, build analysis models, create simulation scenarios and communicate recommended next steps.

Ultimately, you become a fundamental conduit between the data teams and decision-makers in management. The MSBA is a STEM-designated degree program designed for new graduates and professionals with less than two years of work experience.",https://mendoza.nd.edu/graduate-programs/business-analytics-msba/
University of St. Thomas, Houston College of Arts and Sciences ,M.S. in Applied Data Science,DS,2019,"2115 Summit Ave, Saint Paul, MN 55105-1078",-93.189051,44.943543,MN,"If you’re ready to progress to the next level in your career, the Master of Science in Applied Data Science is the perfect choice. Expanding horizons through data is the focus of this program, offering a hands-on learning experience reinforced by seasoned faculty. Whether you’re a program manager responsible for incorporating new technology in the workplace or an educator who dreams of learning from complex data, UST can help. 

Demand for data scientists is at an all-time high, reflecting fast-moving advances in business technology. And since UST is located in the heart of the most diverse city in America, you’ll have the tools needed to help advance your career and earning potential into a wide variety of fields.",https://www.stthom.edu/Academics/School-of-Arts-and-Sciences/Division-of-Natural-Sciences/Graduate/Master-of-Science-in-Applied-Data-Science/Index.aqf
University of San Diego, School of Business, M.S. in Business Analytics,BA,2019,"5998 Alcala Park, San Diego, CA 92110-2492",-117.1861969,32.77194238,CA,"USD’s business analytics master’s program will immerse you in the language of data and business. You will learn to use high-demand analytics tools such as Python, SQL, Tableau and IBM SPSS Modeler, while also taking courses in interactive data visualization and technical communications. 

In addition to relevant business courses like Financial Analytics and Marketing Analytics, the MSBA curriculum also includes courses like Data for Social Good, which will empower you to make a positive impact in society using data—a unique aspect of the master’s in business analytics program at USD.",https://www.sandiego.edu/business/graduate/ms-business-analytics/
University of Texas Rio Grande Valley,"Division of Research, Graduate Studies and New Program Development,",M.S. in Business Analytics,BA,2019,"1201 W University Dr, Edinburg, TX 78541-2999",-98.17626513,26.30347727,TX,"The Master of Science in Business Analytics program will prepare students to solve problems in business and organizational contexts which require the application of information systems to carry out sophisticated business analytics techniques. Students will be knowledgeable and skilled in data selection, collection, preparation and storage, visualization, and analysis using data analytics techniques such as data mining, machine learning, text mining, social media analytics, big data, and enterprise analytics. Students will obtain hands-on experience with cutting-edge analytics tools and software such as R, Python and Tableau. Our graduates can find diverse careers in the business analytics profession such as data analysts, business analytics consultants, business intelligence analysts, business analytics manager, big data analytics specialists, data scientists and predictive modelers.",https://www.utrgv.edu/accelerated/programs/master-of-science-business-analytics/index.htm
University of Texas at San Antonio, College of Business, M.S. in Data Analytics (Formerly the M.S. in Applied Statistics; renamed in 2019.),DA,2019,"One UTSA Circle, San Antonio, TX 78249-1130",-98.61724655,29.58504446,TX,"Equip yourself with best practices in data analytics and apply your education by performing real-world data analytics through intensive practicum coursework with strategic business partners. Learn how to analyze data sets and develop communication and visualization techniques, to effectively communicate data insights within organizations.

The UTSA Master of Science in Data Analytics (MSDA) program focuses on data science and big data-based business intelligence-oriented analytics algorithms, tools, techniques and technologies. The curriculum includes a blend of statistics, machine learning and computer programming coursework with a focus on applications in marketing, finance, social media, health care, cyber security, etc.",https://business.utsa.edu/programs/ms-data-analytics/
University of the Potomac,, M.S. in Data Analytics,DA,2019,"1401 H Street NW, Washington, DC 20005",-77.0325255,38.900529,DC,"This program prepares individuals to use a variety of statistical and quantitative methods, computational tools, and predictive models to help businesses, nonprofits, and government agencies in forecasting, risk assessment, making critical decisions, and ultimately, enabling them to be more successful in a wide range of data-rich environments.
This program prepares individuals to use a variety of statistical and quantitative methods, computational tools, and predictive models to help businesses, nonprofits, and government agencies in forecasting, risk assessment, making critical decisions, and ultimately, enabling them to be more successful in a wide range of data-rich environments.",https://potomac.edu/degree-programs/graduate/master-science-data-analytics-degree/
University of Washington, Foster School of Business, M.S. in Business Analytics,BA,2019,"P.O. Box 351230, Seattle, WA 98195-4550",-122.3098785,47.655711,WA,"Data analytics meets business strategy in a 12-month, evening and weekend Master of Science in Business Analytics program from the top-ranked UW Foster School of Business. A STEM-designated program, our unique curriculum creates data storytellers and business strategists prepared to make data-driven decisions that increase their impact. With this program, you will:

Drive business value through data analysis, informed decision-making, and predictive analytics.
Gain the technical skills and business knowledge to better analyze challenges and execute tactical solutions.
Leverage the Foster alumni network and connections to Seattle’s business community to accelerate your career in a rapidly growing field.",https://foster.uw.edu/academics/degree-programs/master-science-business-analytics/
University of West Florida,, M.S. in Data Science (pending approval),DS,2019,"11000 University Pky, Pensacola, FL 32514-5750",-87.2214075,30.545451,FL,"In UWF's Master of Science in Data Science program, you will develop expertise in mathematics, statistics, computer programming, data management, machine learning and visualization to meet the growing needs of industry, not-for-profits, government agencies and other organizations.
The program offers three tracks to prepare you for an in-demand data science career: analytics and modeling, analytics of business decisions and health analytics.

You will develop sought-after techniques including statistical analysis, mathematical processes, regression modeling, multivariate methods, machine learning, database management and mining and big data analytics. These skills will enable you to produce reports, presentations and graphics that positively influence business decisions and trends.

You will have opportunities to join researchers within multiple departments, including mathematics and statistics, computer science, engineering and information technology. You will collaborate with graduate students from other disciplines as you tailor your curriculum to suit your career goals.

We offer graduate assistantships and financial-aid scholarships, as well as travel support for attending conference and giving presentations.",https://uwf.edu/programs/hmcse/data-science-ms/
Vanderbilt University, Data Science Institute, M.S. in Data Science,DS,2019,"2101 West End Avenue, Nashville, TN 37240",-86.800761,36.147015,TN,"Data science is an interdisciplinary field focused on extracting knowledge and enabling discovery from complex data. It represents a fusion of principles from Statistics and Computer Science that are applied in domain-specific contexts. As such, critical thinking, communication, and domain-specific knowledge are essential skills. In fact, data science skills are­­­­­­­ now one of the most sought-after skill sets for graduates in a wide variety of quantitative, computational, and scientific disciplines.",https://www.vanderbilt.edu/datascience/
Concordia University, St. Paul, M.S. in Data Analytics,DA,2020,"4090 Geddes Rd., Ann Arbor, MI 48105",-83.68327034,42.2748766,MI,"CSP’s Master of Science in Data Analytics degree gives you the opportunity to stay on top of the growing data analytics field with the latest tools and technologies to help lead organizations. Our expert faculty are prepared to help you analyze testing techniques, use open-source R and Python to program data analytics capabilities, identify numerical optimization in linear programming, and give you all the practice you need with tools like Hadoop, Spark and Splunk.

With CSP’s data analytics degree, you will be ready with skills to gather and store big data in a high-salaried role. Employers are on the hunt for pros with your skillset.",https://online.csp.edu/programs/ms-masters-data-analytics/
Dominican University of California,, M.S. in Business Analytics,BA,2020,"50 Acacia Ave, San Rafael, CA 94901-2298",-122.5136008,37.98012651,CA,"The MS in Business Analytics Program will provide you the tools to remain competitive in a rapidly evolving big data economy. According to Science Daily, over 90 percent of the world’s data has been generated in the last two years. The ability to analyze large data sets is critical to success, fostering new waves of business intelligence, productivity, growth and innovation.
The MS in Business Analytics is designed for recent college graduates with a strong quantitative background and business professionals who are looking to change careers or expand their career potential by developing advanced skills in data analytics.

In just one year, students in the Masters of Business Analytics program will learn to use quantitative data analytics tools to transform complex data into business decisions and communicate the results effectively.",https://www.dominican.edu/academics/graduate-programs/master-science-business-analytics-msba
Drake University, College of Business and Public Administration,  M.S. in Business Analytics,BA,2020,"2507 University Ave, Des Moines, IA 50311-4505",-93.6515425,41.6004377,IA,"To meet the demand for well-rounded leaders who are both effective managers and strategic business analysts, Drake University has created a specialized program designed for leaders who need to incorporate business analytics and big data into their roles.

The only fully online business analytics master’s program in the state, Drake’s Master of Science in Business Analytics will prepare you to:

Utilize key business data to solve operational, tactical, and strategic organizational problems
Lead data analytics projects and teams
Effectively communicate between data analysts and users
Design and implement a data repository to support strategic decision making
Identify and apply effective data analytics methods to solve problems
Become proficient in Microsoft Azure, Microsoft Excel and Analytic Solver Platform, Microsoft PowerBI, Python, R, SQL, and Tableau",https://online.drake.edu/master-of-business-analytics/
Georgia State University, College of Arts & Sciences, M.S. in Data Science and Analytics,DS,2020,"33 Gilmer St SE, Atlanta, GA 30302-3083",-84.38492438,33.75313358,GA,"The Big Data and Machine Learning (BDML) concentration of the Master of Science in Data Science and Analytics is a three-semester program designed to train professionals in the rapidly growing field of data science. Data science lies at the intersection of computer science, statistical methodologies, and a wide range of application domains. It focuses on the generation, processing, and analyzing of vast amounts of data.

The BDML concentration responds to the growing need for highly qualified professionals who can transform big data into practical and valuable insights. In general terms, data scientists create actionable and valuable insights from data. Students in this program will gain the technical and soft skills that industry increasingly expects from data scientists. The concentration targets employment for students in industries related to the Internet of Things (IoT), robotics, health and remote?sensing data, as well as top research and development (R&D) labs.

The BDML concentration offers strong preparation in statistical analysis, machine learning, information retrieval, and the management and analysis of massive data sets. The courses in the concentration focus on topics such as reproducible data analysis, collaborative problem solving, data and knowledge visualization and communication, as well as privacy and ethical issues that arise in data science.",https://cas.gsu.edu/program/data-science-and-analytics-ms-big-data-and-machine-learning/
Hofstra University, Liberal Arts and Sciences, M.S. in Data Science,DS,2020,"100 Hofstra University, Hempstead, NY 11549",-73.60031063,40.71299777,NY,"The MS in Data Science program prepares students for advanced careers in data engineering, quantitative research, machine learning, and data analytics. The flexible learning formats allow students from New York City, Long Island, and other regions to develop and strengthen their data science knowledge, application, and leadership skills. Graduates are expected to be practice-ready professionals who contribute to their organizations and communities.",https://www.hofstra.edu/computer-science/data-science/
Kennesaw State University, School of Data Science and Analytics, M.S. in Applied Statistics and Analytics (Formerly M.S. in Applied Statistics; renamed in 2020.),A,2020,"1000 Chastain Rd    Mail Box  0110, Kennesaw, GA 30144-5591",-84.58121287,34.03214971,GA,"The Master of Science in Applied Statistics and Analytics (MSAS) program at Kennesaw State University (KSU) is a professional degree program which seeks to prepare a diverse student body to utilize cutting edge applied statistical methods to enable correct, meaningful inferences from data obtained from business, industry, government and health services. The use of a wide variety of commercial software will be emphasized to ensure graduates can effectively analyze real-world data.",https://datascience.kennesaw.edu/degrees-programs/master-degree.php
Kettering University, College of Science and Liberal Arts, M.S. in Data Science,DS,2020,"1700 University Ave, Flint Township, MI 48504",-83.71257712,43.01345831,MI,"The program is based on the growing trend in industry of the “democratization of data,” where organizations are pushing the competencies of Data Science and Analytics into various sub-disciplines within the corporation where decisions based on data are made.

The program provides a fusion of statistical and computing technologies including data mining, machine learning, cloud computing with electives in the areas of Management and Engineering such as Supply Chain Management and Enterprise Resource Planning.",https://kettering.edu/degree/master/applied-data-science-and-data-analytics
Old Dominion University,, M.S. in Data Science & Analytics,DS,2020,"5115 Hampton Blvd, Norfolk, VA 23529",-76.30306407,36.88890439,VA,"The Master of Science (M.S.) in Data Science & Analytics is a 30-credit hour, non-thesis degree
program. The purpose of the M.S. in Data Science & Analytics is to provide students with the
knowledge and skills to use state-of-the-art programming tools and software packages to develop
statistical models. Students will learn to use data for identifying trends and patterns, solving
problems, communicating results, and recommending optimal solutions. This program provides
project-based learning opportunities, and students will discover how to use data to solve real-world
business, science, public policy, or health problems by working with representatives from various
industries. Graduates will be knowledgeable and skilled at developing statistical models to detect
trends, organizing and managing data, and leading teams in retrieving, cleaning data, and modeling
data. This M.S. program will prepare graduates to serve and to lead in fields such as business,
science, public policy, and health and work in public or private settings that seek data-driven
solutions.
The M.S. in Data Science & Analytics will offer two concentrations, to prepare students to apply
the programming, statistics, and data processing knowledge and skills required in specific settings
of data science and analytics. The students who pursue the concentration in Computational Data
Analytics will possess the knowledge and skills to serve in science and statistical fields. Students
who pursue the concentration in Business Intelligence and Analytics will be prepared to apply
their skills to gain insight, make informed decisions, and communicate solutions to various
constituents in business, non-profit, and governmental organizations.",https://www.odu.edu/content/dam/odu/offices/graduate-studies/docs/data-science-analytics.pdf
